ID,Airplane Tail,Software Crate Number,Software Part Number,Features,Episode Start Date
572,NCFXUR,FFXM9-XLQ7U-TBDJR,P2RIT-O9EF3-1S7NG,"['S1', 'F1', 'F1', 'F2', 'F1', 'F4', 'E1']",2022-02-19T20:34:35
573,NDLDYG,QZX6M-DUQD9-IVV3Q,P2RIT-O9EF3-1S7NG,['F5'],2022-02-19T20:57:48
574,NDWOVW,FFXM9-XLQ7U-TBDJR,P2RIT-O9EF3-1S7NG,"['S1', 'F1', 'F1', 'F2', 'F1', 'F4', 'E1']",2022-02-19T21:41:40
575,NLBOHD,FFXM9-XLQ7U-TBDJR,P2RIT-O9EF3-1S7NG,"['S1', 'F1', 'F1', 'F2', 'F1', 'F4', 'E1']",2022-02-19T21:49:56
576,NXIBKV,FFXM9-XLQ7U-TBDJR,P2RIT-O9EF3-1S7NG,"['S1', 'F1', 'F1', 'F2', 'F1', 'F4', 'E1']",2022-02-19T23:54:12
577,NCFXUR,FFXM9-XLQ7U-TBDJR,9380M-9OG10-MD36Y,"['S1', 'F1', 'F1', 'F2', 'F1', 'F1', 'F4', 'E1']",2022-02-20T00:27:03
578,NHBVOI,IHVRG-LBXKF-FLNI0,74PN5-9CE24-NP00M,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-02-20T09:45:22
579,NHVOTR,IHVRG-LBXKF-FLNI0,74PN5-9CE24-NP00M,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-02-20T09:46:47
580,NHVOTR,IHVRG-LBXKF-FLNI0,74PN5-9CE24-NP00M,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-02-20T09:55:42
581,NDQGZB,IHVRG-LBXKF-FLNI0,5SRHX-YSXGO-NLYR2,"['S1', 'F1', 'F1', 'F2', 'F1', 'F1', 'F1', 'F6']",2022-02-20T10:26:51
582,NKWWBH,6JZ7J-Q9HIM-R1UL0,SSYQC-01KBP-MIFOX,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-02-20T13:53:41
583,NKWWBH,7UJFX-D3BND-FV0Z1,LBLUM-ZYI0Y-5HLKP,"['S1', 'F1', 'F1', 'F2', 'F1', 'E1']",2022-02-20T13:57:00
584,NKWWBH,CZP9E-TKC55-7IZ73,P22ME-XLTMI-LC2ZJ,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-02-20T13:57:31
585,NKWWBH,UL7RM-XNGT9-TXXV6,5SJ3B-424ZS-2H8EG,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-02-20T13:58:07
586,NHBVOI,IHVRG-LBXKF-FLNI0,74PN5-9CE24-NP00M,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-02-20T14:12:47
587,NHVOTR,IHVRG-LBXKF-FLNI0,74PN5-9CE24-NP00M,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-02-20T14:18:41
588,NHBVOI,IHVRG-LBXKF-FLNI0,74PN5-9CE24-NP00M,"['S1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-02-20T20:41:25
589,NALIMR,OIU3T-3E4V0-N1DAP,5LR8L-OV9U1-XYV9N,['F5'],2022-02-20T22:33:36
590,NALIMR,K5T9S-MF655-6IGS6,G1HZZ-19UIJ-IR0J6,"['S1', 'F1', 'F2', 'E1']",2022-02-20T22:33:39
591,NAAARK,KLGIU-4DO1I-XG3E2,5LR8L-OV9U1-XYV9N,['F5'],2022-02-20T22:52:25
592,NHBVOI,IHVRG-LBXKF-FLNI0,74PN5-9CE24-NP00M,"['S1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-02-21T03:01:06
593,NAEDAI,HKJVU-7DWVH-R5RA0,2X1AT-QEX50-HBDZL,['F5'],2022-02-26T16:57:17
594,NAEDAI,XHBA7-27EVJ-W3K97,2X1AT-QEX50-HBDZL,['E3'],2022-02-26T17:47:11
595,NGSMYE,L4VFM-T0FXO-D4NZY,UPRQE-CR4C8-88GWZ,['E3'],2022-02-27T15:18:22
596,NGSMYE,7L4WY-STC2D-M8I8P,NKILY-75YY8-GFAZZ,['E3'],2022-02-28T18:05:20
597,NGSMYE,6UJ8M-JHM19-ESJJW,QFMOX-QT2OG-P7XXC,['E3'],2022-02-28T18:05:43
598,NGSMYE,D5QV2-37V5J-DXDFL,UHM9J-6AGJ5-GPSXY,['E3'],2022-02-28T18:06:04
599,NGSMYE,H3XIN-9P3I0-F7NJ7,K07BC-TYVTB-Z6JJK,['E3'],2022-02-28T18:06:23
600,NAEDAI,RE7PA-MO503-PSM1K,IOWQ5-XAZBW-83BXN,"['S1', 'F1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-03-06T19:31:21
601,NAEDAI,IZQ4I-X111C-PTIZ2,AO9EX-YTOXQ-Z8YY7,"['S1', 'F1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-03-06T23:04:46
602,NAEDAI,IZQ4I-X111C-PTIZ2,AO9EX-YTOXQ-Z8YY7,"['S1', 'F1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-03-06T23:04:53
603,NAEDAI,IZQ4I-X111C-PTIZ2,AO9EX-YTOXQ-Z8YY7,"['S1', 'F1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-03-06T23:08:46
604,NGSMYE,EEZDH-ZPNB6-ANKQP,190JU-AJRWN-XY664,['E3'],2022-03-11T11:27:13
605,NAEDAI,9AAB1-GKBR7-KHK9I,GQOM7-A80QA-8PPEW,"['S1', 'F1', 'F1', 'F1', 'F2', 'E1']",2022-03-12T08:42:55
606,NAEDAI,9AAB1-GKBR7-KHK9I,GQOM7-A80QA-8PPEW,"['S1', 'F1', 'F1', 'F1', 'F2', 'E1']",2022-03-12T08:43:04
607,NAEDAI,9AAB1-GKBR7-KHK9I,GQOM7-A80QA-8PPEW,"['S1', 'F1', 'F1', 'F1', 'F2', 'E1']",2022-03-12T08:43:43
608,NAEDAI,9AAB1-GKBR7-KHK9I,GQOM7-A80QA-8PPEW,"['S1', 'F1', 'F1', 'F1', 'F2', 'E1']",2022-03-12T10:59:13
609,NAEDAI,9AAB1-GKBR7-KHK9I,GQOM7-A80QA-8PPEW,"['S1', 'F1', 'F1', 'F1', 'F2', 'E1']",2022-03-12T11:21:53
610,NGSMYE,GJEI5-TFOKC-SLBB2,ZOBIV-38WSH-KJ5PT,['E3'],2022-03-16T20:21:21
611,NAEDAI,VVG2I-IR4XV-CNXYL,759YZ-J7QUC-0J9BW,"['S1', 'F1', 'F1', 'F1', 'F2', 'E1']",2022-03-20T06:50:47
612,NAEDAI,VVG2I-IR4XV-CNXYL,759YZ-J7QUC-0J9BW,"['S1', 'F1', 'F1', 'F1', 'F2', 'E1']",2022-03-20T07:00:25
613,NAEDAI,VVG2I-IR4XV-CNXYL,759YZ-J7QUC-0J9BW,"['S1', 'F1', 'F1', 'F1', 'F2', 'E1']",2022-03-20T07:20:58
614,NAEDAI,VVG2I-IR4XV-CNXYL,759YZ-J7QUC-0J9BW,"['S1', 'F1', 'F1', 'F1', 'F2', 'E1']",2022-03-20T07:51:59
615,NAEDAI,VVG2I-IR4XV-CNXYL,759YZ-J7QUC-0J9BW,"['S1', 'F1', 'F1', 'F1', 'F2', 'E1']",2022-03-20T09:00:32
616,NAEDAI,VVG2I-IR4XV-CNXYL,759YZ-J7QUC-0J9BW,"['S1', 'F1', 'F1', 'F1', 'F2', 'F1', 'F1', 'F1', 'F1', 'F2', 'E1']",2022-03-21T07:11:25
617,NAEDAI,MP4K2-7PQWX-PML0T,759YZ-J7QUC-0J9BW,['F5'],2022-03-21T07:11:29
618,NAEDAI,6EZDK-SA9Z8-KLTHN,759YZ-J7QUC-0J9BW,['E3'],2022-03-21T07:11:29
619,NKWWBH,586RG-D4LWE-GPPOG,AJB43-R28ZH-JTZ6J,"['S1', 'F1', 'F1', 'F1', 'F2', 'E1']",2022-03-21T11:39:41
620,NKWWBH,QFEA0-S607W-F0JA6,56BS6-74PH1-GXU46,"['S1', 'F1', 'F1', 'F1', 'F2', 'E1']",2022-03-21T11:39:59
621,NKWWBH,141HC-ZQJ3L-XP8GV,KL8HI-3H6B7-2VX9R,"['S1', 'F1', 'F1', 'F1', 'F2', 'E1']",2022-03-21T11:40:19
622,NKWWBH,NEFJU-B3YE1-6QKKL,9BXKY-XWC2W-UAQR0,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-03-21T11:40:38
623,NHVOTR,HIE9E-SPUX2-3EBCT,O9ZRM-5RGF9-DQD25,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-03-23T00:37:08
624,NAEDAI,K2DUY-EZBAG-Z71VY,GQOM7-A80QA-8PPEW,['F5'],2022-03-23T15:08:53
625,NAEDAI,U7A8K-MLPOQ-QCCQ9,GQOM7-A80QA-8PPEW,['E3'],2022-03-23T15:08:53
626,NAEDAI,VMTPE-LB3X5-8AJM9,UKBYP-1S8P3-Z8G4M,['E3'],2022-03-23T15:12:56
627,NAEDAI,D228P-DD9XN-9M78J,UKBYP-1S8P3-Z8G4M,['E3'],2022-03-23T15:53:22
628,NGSMYE,3ZZH1-FEGX1-V2M5D,AQ0CW-9J53O-MGYUS,['F5'],2022-03-24T18:19:41
629,NGSMYE,S0QON-CY4SL-QT6ZZ,SN7F3-KTPQ9-KL5XH,['F5'],2022-03-24T18:19:41
630,NGSMYE,YHQ1E-4IXL0-7EAOF,K7PTV-VNX4K-QU1J7,['E3'],2022-03-24T18:20:16
631,NAEDAI,KL2Q5-FXDH3-8LRY1,RPSFG-FUNX4-2DF2O,['E3'],2022-03-26T09:14:17
632,NAEDAI,0I4QK-R4O93-WX2JB,G1N9W-HT01C-F0GBG,['F5'],2022-03-28T08:09:07
633,NAEDAI,59G9V-0SDAK-1CLET,VSK1R-17L91-8LM42,['F5'],2022-03-28T08:09:07
634,NAEDAI,FGQ65-HNW1M-T6BD7,X2BC6-9OQTI-00JAG,['F5'],2022-03-28T08:09:07
635,NAEDAI,3M91X-AP4AH-WAFLO,RPSFG-FUNX4-2DF2O,['E3'],2022-03-28T08:10:11
636,NAEDAI,Y7JCM-ROYLJ-QE8KO,RPSFG-FUNX4-2DF2O,['E3'],2022-03-28T17:23:11
637,NGSMYE,LCR4B-8OEV6-KT3YC,K0FUY-3H5JN-BXT1H,['F5'],2022-04-01T16:06:00
638,NGSMYE,KCEQ1-FGDWY-I7CZF,ZWNPS-LZ1OY-LEII0,['F5'],2022-04-01T16:06:00
639,NGSMYE,0DQ5Y-F71TL-1RUBH,CGQKB-BFRZQ-6EKRC,['F5'],2022-04-01T16:06:00
640,NGSMYE,D3ZSZ-HY83C-7ZNRH,0VEAP-Y9DVU-KFMUT,['F5'],2022-04-01T16:06:00
641,NGSMYE,K90IF-ICVMP-FTXP2,RM3HB-FM7HW-C9E0X,['F5'],2022-04-01T16:06:00
642,NGSMYE,NL2YT-Z0157-KW7XA,PVFIV-C65BW-O0G5C,['F5'],2022-04-01T16:06:00
643,NGSMYE,GDU1G-VHL5W-K3CRA,UF79T-LQSLX-9W1M6,['F5'],2022-04-01T16:06:00
644,NGSMYE,I930A-V9QSG-D8PUS,PNB30-PC1XY-0GDIK,['E3'],2022-04-01T16:06:38
645,NAEDAI,VVG2I-IR4XV-CNXYL,759YZ-J7QUC-0J9BW,"['S1', 'F1', 'F1', 'F1', 'F2', 'E1']",2022-04-02T01:10:52
646,NAEDAI,9AAB1-GKBR7-KHK9I,GQOM7-A80QA-8PPEW,"['S1', 'F1', 'F1', 'F1', 'F2', 'E1']",2022-04-03T09:42:38
647,NKGHXN,E9KRY-RYFO9-2ULZH,8FYKK-4GC8E-COZ1S,['E3'],2022-04-04T20:12:06
648,NKGHXN,MZ4UD-PYYAU-CSTVZ,9R6CQ-ADDMG-OADZ6,['E3'],2022-04-04T20:13:31
649,NKGHXN,PVRQI-U02F6-FYYMZ,S3IP8-0OYBJ-ZJ9MT,['E3'],2022-04-04T20:14:32
650,NKGHXN,W9G6U-O65X0-SJDME,JUY5D-9KZJV-I48ED,['E3'],2022-04-04T20:17:06
651,NKGHXN,YWBE1-EMXXV-RP6RJ,520BK-HJ6DK-EAKSM,['E3'],2022-04-04T20:18:13
652,NKGHXN,Z0I2V-UWB01-ZZZLB,75LZX-91168-XCKJJ,['E3'],2022-04-04T20:18:23
653,NKGHXN,15VQ3-ZZ63N-RXFAI,KM3CG-5XZTB-9GRF5,['E3'],2022-04-04T20:18:47
654,NKGHXN,RWK3L-WM2ON-8CPNE,CWRMU-I2LIF-A20DE,['E3'],2022-04-04T20:18:50
655,NKGHXN,5RN80-JOMIX-W4OA3,PL8R8-PJ0M2-HVK9I,['E3'],2022-04-04T20:19:05
656,NKGHXN,2XSS9-VH19V-61DOB,KFHL6-72HZU-U7138,['E3'],2022-04-04T20:19:11
657,NKGHXN,ULBOZ-HTQA9-L5SQB,JPJ4O-22HQB-BRX45,['E3'],2022-04-04T20:19:17
658,NKGHXN,CD326-OBPVU-HFCZZ,RUYAF-WJ0HL-V9GA6,['E3'],2022-04-04T20:19:25
659,NKGHXN,4EEDS-FR1UO-2RFDS,8FYKK-4GC8E-COZ1S,['F5'],2022-04-04T20:19:38
660,NKGHXN,PD9AD-3DCWD-Z0GXZ,8FYKK-4GC8E-COZ1S,['E3'],2022-04-04T20:19:39
661,NKGHXN,KAN33-J0E9X-G2IQZ,OA3YZ-4Q0YK-FOW31,['E3'],2022-04-04T20:20:01
662,NKGHXN,DIZOK-94U5H-CBFPO,AO9EX-YTOXQ-Z8YY7,['E3'],2022-04-04T20:20:13
663,NKGHXN,BFOSS-28IO7-KOLNB,SEAQV-4VJFS-CRR1Z,['E3'],2022-04-04T20:20:22
664,NKGHXN,SWXT9-TIJ1G-YG17D,9H1PF-HKLG7-ZX7PE,['E3'],2022-04-04T20:20:29
665,NKGHXN,2ORDM-LPKSB-PCW2E,L23AU-N2GSP-FTZ5Z,['E3'],2022-04-04T20:20:36
666,NKGHXN,5OMOJ-AL5Z4-55K5Y,LNM9C-EIJ9D-4RKZF,['E3'],2022-04-04T20:20:43
667,NKGHXN,L0R9G-W77ON-SZZ4Z,JUZUO-2O749-X9XK8,['E3'],2022-04-04T20:20:49
668,NKGHXN,L0DY3-76SEO-X6B23,9ZFV6-96GFW-9G4Q8,['E3'],2022-04-04T20:20:54
669,NKGHXN,IUKG6-M8G7I-4NA6L,FSH8U-MMXQS-IRR5E,['E3'],2022-04-04T20:21:03
670,NKGHXN,LUYPC-1EMZ9-Y8CS9,9T60Y-JHIUC-LSPZ2,['E3'],2022-04-04T20:21:11
671,NKGHXN,Q30I7-GV2L3-ATZLD,A1C46-5QTUM-8MSN7,['E3'],2022-04-04T20:21:17
672,NKGHXN,B5WN4-283N8-8NS0L,S6V3Y-OXVS6-IAZX7,['E3'],2022-04-04T20:21:26
673,NKGHXN,UR99X-G6MQC-AW1QA,8B3VF-KCKWL-AZK1X,['E3'],2022-04-04T20:21:33
674,NKGHXN,18QJ7-5H5VA-Q0O38,YA8MM-FMDF5-KM1H3,['E3'],2022-04-04T20:21:42
675,NKGHXN,3MCGT-403UE-BCB2C,VC0AO-IQBC9-U1SLS,['E3'],2022-04-04T20:21:53
676,NKGHXN,T2PWN-XRSW1-61280,EBN95-L4H4Y-2AZRQ,['E3'],2022-04-04T20:22:00
677,NKGHXN,RVLIA-MX5AW-3BC0R,V0YUD-NLZP3-ODLBO,['E3'],2022-04-04T20:22:09
678,NKGHXN,VQVFX-SJ3L5-UGMD5,P8XDE-LSG6A-TJH01,['E3'],2022-04-04T20:22:17
679,NKGHXN,3NRBH-R0PZM-AZUMC,S51F9-U7YPB-6AQIQ,['E3'],2022-04-04T20:22:23
680,NKGHXN,KJLOA-9U54M-BF4UD,DU5XJ-DS4MV-5VF2Z,['E3'],2022-04-04T20:22:31
681,NKGHXN,29NZH-FLGPX-POE4L,RPAOS-GGBRL-T6EV9,['E3'],2022-04-04T20:22:38
682,NKGHXN,7QY3K-MKHP7-SNRX1,RPAOS-GGBRL-T6EV9,['F5'],2022-04-04T20:22:43
683,NKGHXN,DP3RR-YE331-Q3FAX,RPAOS-GGBRL-T6EV9,['E3'],2022-04-04T20:22:43
684,NKGHXN,J79KD-7VOEH-2SDCE,WN1RP-FQZTA-3JRDV,['E3'],2022-04-04T20:22:49
685,NKGHXN,2JI4M-QL3AN-LN6FQ,IMSND-UX2OO-S9BCE,['E3'],2022-04-04T20:22:55
686,NKGHXN,WRSGL-RUG2I-0YE5R,PLJ1I-5S6EY-SKKQG,['E3'],2022-04-04T20:23:00
687,NKGHXN,QGMHD-WS4XL-CDNZ9,2QZOD-LEU5K-47XNR,['E3'],2022-04-04T20:23:13
688,NKGHXN,9AW2X-IEWV8-8DLB2,R58VN-BZ97N-RZGNL,['E3'],2022-04-04T20:23:20
689,NKGHXN,QQKJ6-5V4Z8-I9THQ,1FZJZ-U8C25-853E8,['E3'],2022-04-04T20:23:34
690,NKGHXN,9YT88-2XSYH-LRVYC,5VOVB-6YHHY-NMTWU,['E3'],2022-04-04T20:23:49
691,NKGHXN,V3MM3-TXKC9-BC1D1,S2ZFW-7YROO-AI0J4,['E3'],2022-04-04T20:24:00
692,NKGHXN,3VYKN-M9W66-HGU02,BOVLE-YS4DF-RODW5,['E3'],2022-04-04T20:24:12
693,NKGHXN,EPPMY-IYUG1-YYZFZ,QPTOJ-VUG01-68K9D,['E3'],2022-04-04T20:24:21
694,NKGHXN,HRJL8-ROHTF-9GHPB,OXGIP-471PI-GA2A6,['E3'],2022-04-04T20:24:32
695,NKGHXN,520UC-HWOKL-TBVWP,TEUE0-X3397-51DSK,['E3'],2022-04-04T20:24:44
696,NKGHXN,6JLOK-ECQUS-REJTK,D878R-H989H-YZ95I,['E3'],2022-04-04T20:25:28
697,NKGHXN,2OOHR-3YK1Q-EPJH3,NR7KD-LZGWE-Q8VKD,['E3'],2022-04-04T20:25:40
698,NKGHXN,04M48-O9WLT-XABA2,RFTY3-VA4NY-CT7HM,['E3'],2022-04-04T20:25:52
699,NKGHXN,VOAK1-GU31C-NYD9X,FJAGX-DQD9B-D6DEQ,['E3'],2022-04-04T20:26:03
700,NKGHXN,PMN0T-EOZ4Z-3RQ4O,CGU4E-ED00K-FCGYO,['E3'],2022-04-04T20:26:14
701,NKGHXN,P56NS-1SAA5-HK8N6,TR6NB-8YPUS-GTQHC,['E3'],2022-04-04T20:26:23
702,NKGHXN,57SV0-JUD34-7XGMQ,RH9AK-2IIRK-8RTHJ,['E3'],2022-04-04T20:26:35
703,NKGHXN,413Y4-UJILA-3YFN3,9MSC1-YVHX1-E9EZF,['E3'],2022-04-04T20:26:43
704,NKWWBH,LROXU-VOUSC-MOZXH,OEITX-6P6HK-2DG3O,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-04-13T12:38:21
705,NGPKGE,HD1NI-DOPZW-KIJ7O,BTDR3-Y3UYS-0K3EF,['E3'],2022-04-14T15:37:54
706,NGPKGE,M297F-V8KJV-PVML7,JP5TV-P8LLL-M9HQM,['E3'],2022-04-14T15:38:12
707,NGPKGE,NVR4N-UNBO1-XZUT4,LJYXH-P67C6-PLH2O,['E3'],2022-04-14T15:38:14
708,NGPKGE,DNGR8-RFXQ5-R7P49,J7M9P-EZEY4-IQ1JQ,['E3'],2022-04-14T15:38:16
709,NGPKGE,6WHBR-VWILJ-4U1NA,4N75L-L2A4A-TSEC4,['E3'],2022-04-14T15:38:16
710,NGPKGE,3TYJD-E797T-EK4ME,CDPV7-AC174-8DMZ2,['E3'],2022-04-14T15:40:28
711,NGPKGE,2UV65-S342O-ND6TE,QTLUF-FKL1G-56WEM,['E3'],2022-04-14T15:42:30
712,NGPKGE,5N8LX-6TTPN-FRYPV,OA3YZ-4Q0YK-FOW31,['E3'],2022-04-14T15:43:00
713,NGPKGE,KVN44-FKLNC-8QARB,KLBV6-Q5QZO-EQ7SD,['E3'],2022-04-14T15:43:36
714,NGPKGE,032ID-4HDCM-7CS4E,6M959-GDC9I-RTHH3,['E3'],2022-04-14T15:43:50
715,NGPKGE,P6RA9-L2GX6-E3W54,SGO6A-1H2QG-LY5HW,['E3'],2022-04-14T15:44:58
716,NGPKGE,SCBJG-Q1GKD-CRSXP,IKVP5-C4WCY-2OSLI,['E3'],2022-04-14T15:45:08
717,NGPKGE,K6LJW-JX2FH-PJ8IO,G0IZP-N8HK1-V07LD,['E3'],2022-04-14T15:45:20
718,NGPKGE,9D6L0-AYO82-OPA78,NCBFE-OSAW6-ONXIL,['E3'],2022-04-14T15:45:34
719,NGPKGE,8Z9ET-20TTO-5JG7B,9C7PA-Q0O5U-YI60R,['E3'],2022-04-14T15:45:45
720,NGPKGE,7M9NZ-CB3QP-6ID2V,Y980A-R3WH6-6E936,['E3'],2022-04-14T15:45:54
721,NGPKGE,R8R8Z-CBV6P-U3HYY,HI5IU-BKB54-7RPOC,['E3'],2022-04-14T15:46:03
722,NGPKGE,O7COI-73UY7-Y3FGZ,49DQM-JWDDT-MXLFH,['E3'],2022-04-14T15:46:15
723,NGPKGE,40GOE-928JP-AUJN9,ASCPJ-UOB70-OV5FD,['E3'],2022-04-14T15:46:39
724,NGPKGE,TOAQU-PDOZ8-VH0QI,FOORL-YHX5D-B60FU,['E3'],2022-04-14T16:50:25
725,NGPKGE,OGIYR-TX1UH-OR3AG,NOTG3-YI43C-G32XT,['E3'],2022-04-14T16:50:51
726,NGPKGE,SCJTQ-0LEYZ-SSFRO,S03UW-WSR98-CZ385,['E3'],2022-04-14T16:51:42
727,NGPKGE,UHI1V-JDJFA-EJR2P,DU5XJ-DS4MV-5VF2Z,['E3'],2022-04-14T16:52:10
728,NGPKGE,JVSB9-OKZ2R-EBQRR,P8XDE-LSG6A-TJH01,['E3'],2022-04-14T16:53:42
729,NGPKGE,CMQRC-B594H-90XL5,9ZFV6-96GFW-9G4Q8,['E3'],2022-04-14T23:40:06
730,NLBMDO,MW4HV-I1UK2-NPTUY,2FZOW-G5LNO-PA8TI,['F5'],2022-04-15T00:06:43
731,NLBMDO,JY8J8-OWBIN-KODGG,MD1YZ-AF04L-JJ5R0,['E3'],2022-04-15T02:24:05
732,NLBMDO,W1ECW-6Z8HW-LTKZY,MD1YZ-AF04L-JJ5R0,['F5'],2022-04-15T02:24:05
733,NKWWBH,SEI4J-6F2U0-6A6H1,8AR0K-42VSR-JFD0O,"['S1', 'F1', 'F1', 'F1', 'F2', 'E1']",2022-04-16T19:33:13
734,NKWWBH,VXR0H-GN2UF-8Y5X5,40EWC-HV2LY-6R77Y,"['S1', 'F1', 'F1', 'F1', 'F2', 'E1']",2022-04-16T19:33:39
735,NKWWBH,FRPUB-DVWIU-G3RX8,29OM5-IAY66-U0EUR,"['S1', 'F1', 'F1', 'F1', 'F2', 'E1']",2022-04-16T19:34:05
736,NKWWBH,FD03Y-89SSA-M9IWV,FRCYW-LDCL2-7CWEX,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-04-16T19:34:31
737,NGPKGE,Q2HOK-V0DPV-6MDRI,AMHH0-9NI0W-2ACP8,['E3'],2022-04-19T02:14:46
738,NHVOTR,0GC0E-934AV-NUEMQ,WMC1D-Y1O6U-YXZN8,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-04-19T23:52:17
739,NGPKGE,TB3SY-AJZT7-VDIWA,9KQFG-ES7HD-AVBJB,['E3'],2022-04-20T14:28:00
740,NGPKGE,M04CQ-98LJ4-67D3T,L6MNG-E6IHM-ER8FU,['E3'],2022-04-20T14:28:40
741,NGPKGE,53KQY-A512I-6KI58,HQ0YN-UUC13-78KJ8,['E3'],2022-04-20T15:25:29
742,NGPKGE,W1NCO-LGSO5-HXAAO,8YDUV-PP4GO-ZIHGD,['E3'],2022-04-20T16:29:12
743,NGSMYE,5DIR0-9OB25-8JLSS,DRRSL-HK6Z8-V5GCN,['E3'],2022-04-21T18:58:00
744,NAEDAI,VPB7I-GURU3-2BLMT,7RAXR-9TUVA-Z6XX7,['E3'],2022-04-21T20:39:32
745,NAEDAI,5FF7I-V4TUE-X9O80,G1N9W-HT01C-F0GBG,['F5'],2022-04-21T21:04:42
746,NAEDAI,8NGXR-XIXDP-673Z9,X2BC6-9OQTI-00JAG,['F5'],2022-04-21T21:04:42
747,NAEDAI,CM0WZ-LU6AM-OGXGU,7RAXR-9TUVA-Z6XX7,['E3'],2022-04-21T21:05:18
748,NAEDAI,OZX55-8WAEW-G76LU,F6XEU-2Q7F7-ECUW2,['E3'],2022-04-23T18:34:18
749,NAEDAI,6Z6K6-0BZX0-WHQL0,F6XEU-2Q7F7-ECUW2,['E3'],2022-04-23T19:53:34
750,NAEDAI,PJ96W-9EXFQ-BI952,F6XEU-2Q7F7-ECUW2,['F5'],2022-04-23T19:53:34
751,NAEDAI,WSMC6-873SI-UOF9S,KCICN-MK270-SZRFD,['E3'],2022-05-03T16:49:15
752,NGSMYE,OJJ67-OXQG9-UYAJR,PHBAX-NAZZC-UHNSW,['E3'],2022-05-04T23:51:58
753,NAEDAI,1PGKH-3CCK9-EAB5D,CYSW1-DMMCW-L73JZ,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-05-07T00:52:38
754,NAEDAI,1PGKH-3CCK9-EAB5D,CYSW1-DMMCW-L73JZ,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-05-07T01:35:46
755,NAEDAI,CHW9P-LWN28-P6BGT,CQEEM-M554I-08X9G,"['S1', 'F1', 'F1', 'F1', 'F2', 'E1']",2022-05-07T02:42:34
756,NAEDAI,CLFLS-VX0GH-NQA0A,CYSW1-DMMCW-L73JZ,['E3'],2022-05-10T15:23:43
757,NAEDAI,Z6EQK-3JCWD-6QN9H,CQEEM-M554I-08X9G,['F5'],2022-05-10T15:24:05
758,NAEDAI,8Y2AX-A7AAN-2XNRN,CQEEM-M554I-08X9G,['E3'],2022-05-10T15:24:05
759,NAEDAI,ZR4UL-G21W1-4CWLQ,CYSW1-DMMCW-L73JZ,['F5'],2022-05-10T16:58:51
760,NAEDAI,WF6CA-S8WGW-SBYIT,CYSW1-DMMCW-L73JZ,['E3'],2022-05-10T16:58:51
761,NAEDAI,10O5C-IV91J-DOGD5,CQEEM-M554I-08X9G,['E3'],2022-05-10T16:59:07
762,NAEDAI,XXRKK-6LT8H-IU0IL,CYSW1-DMMCW-L73JZ,['F5'],2022-05-10T17:34:59
763,NAEDAI,CAV2Q-Z2Z3M-WESB7,CYSW1-DMMCW-L73JZ,['E3'],2022-05-10T17:34:59
764,NAEDAI,BR039-IDHO1-QR1LX,CQEEM-M554I-08X9G,['E3'],2022-05-10T17:35:15
765,NAEDAI,LFFZN-PFG9B-VX6KD,CYSW1-DMMCW-L73JZ,['F5'],2022-05-10T17:48:33
766,NAEDAI,OYR41-BFU6L-UQAYK,CYSW1-DMMCW-L73JZ,['E3'],2022-05-10T17:48:33
767,NAEDAI,9AAB1-GKBR7-KHK9I,GQOM7-A80QA-8PPEW,"['S1', 'F1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-05-14T07:16:37
768,NAEDAI,9AAB1-GKBR7-KHK9I,GQOM7-A80QA-8PPEW,"['S1', 'F1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-05-14T07:40:55
769,NAEDAI,9AAB1-GKBR7-KHK9I,GQOM7-A80QA-8PPEW,"['S1', 'F1', 'F1', 'F1', 'F2', 'E1']",2022-05-14T08:18:48
770,NHVOTR,F9PJS-HFUDT-3T9HQ,4ADS2-JE5WQ-0PFFB,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-05-16T18:03:39
771,NKWWBH,8G8SE-VOU4L-JD9B8,RPL9S-UXGGG-9M4ZH,"['S1', 'F1', 'F1', 'F2', 'F1', 'E1']",2022-05-16T21:45:06
